sort,Name,Sex,Color,Birth Year,Birth Month/Day,Birth Pack,Mother,Father,Birth Location,Current/Death Pack,Previous Packs,Death Year,Last seen,Death/Last Month/Day,Death Cause,Death/Last Location,Alt name,Translocated,on 2023 Wolf Chart?,Official Tree?,Book?,notes
1826,P7277,?,?,2009,April,Blacktail,693F (642F?),302M,"Blacktail Deer Plateau, YNP",Blacktail,-,N/A,2009,unknown,N/A,unknown,Pup Blacktail Deer Plateau,,,Yes,No,
1827,P7278,?,?,2009,April,Blacktail,693F (642F?),302M,"Blacktail Deer Plateau, YNP",Blacktail,-,N/A,2009,unknown,N/A,unknown,Pup Blacktail Deer Plateau,,,Yes,No,
1828,P7279,?,?,2009,April,Blacktail,693F (642F?),302M,"Blacktail Deer Plateau, YNP",Blacktail,-,2009,N/A,unknown,Unknown,"Blacktail Deer Plateau, YNP",Pup Blacktail Deer Plateau,,,Yes,No,
1829,P7280,?,?,2009,April,Blacktail,693F (642F?),302M,"Blacktail Deer Plateau, YNP",Blacktail,-,2009,N/A,unknown,Unknown,"Blacktail Deer Plateau, YNP",Pup Blacktail Deer Plateau,,,Yes,No,
1830,P7281,?,b,2009,April,Cougar Creek,478F,689M,"Madison Valley Area, YNP",Cougar Creek,-,N/A,2009,unknown,N/A,unknown,Black Pup Cougar Creek,,,Yes,No,
1831,P7116,?,?,2009,April,Gibbon Meadows,537F,258M,"Gibbon Meadows, YNP",Gibbon Meadows,-,N/A,2009,unknown,N/A,unknown,Pup??7116,,,Yes,No,
1832,P7117,?,?,2009,April,Gibbon Meadows,537F,258M,"Gibbon Meadows, YNP",Gibbon Meadows,-,N/A,2009,unknown,N/A,unknown,Pup??7117,,,Yes,No,
1833,P7118,?,?,2009,April,Gibbon Meadows,537F,258M,"Gibbon Meadows, YNP",Gibbon Meadows,-,N/A,2009,unknown,N/A,unknown,Pup??7118,,,Yes,No,
1834,P7119,?,?,2009,April,Gibbon Meadows,537F,258M,"Gibbon Meadows, YNP",Gibbon Meadows,-,N/A,2009,unknown,N/A,unknown,Pup??7119,,,Yes,No,
1835,P7120,?,?,2009,April,Gibbon Meadows,537F,258M,"Gibbon Meadows, YNP",Gibbon Meadows,-,N/A,2009,unknown,N/A,unknown,Pup??7120,,,Yes,No,
1836,P7121,?,?,2009,April,Grayling Creek,632F,647M,Northwestern YNP,Grayling Creek,-,N/A,2009,unknown,N/A,unknown,Pup??7121,,,Yes,No,
1837,P7122,?,?,2009,April,Grayling Creek,632F,647M,Northwestern YNP,Grayling Creek,-,N/A,2009,unknown,N/A,unknown,Pup??7122,,,Yes,No,
1838,P7282,?,?,2009,April,Mollie's,486F,495M,"Pelican Valley, YNP",Mollie's,-,N/A,2009,unknown,N/A,unknown,Pup Mollie's,,,Yes,No,
1839,P7283,?,?,2009,April,Mollie's,486F,495M,"Pelican Valley, YNP",Mollie's,-,N/A,2009,unknown,N/A,unknown,Pup Mollie's,,,Yes,No,
1840,P8193,?,?,2009,April,Mount Everts,?,685M,"Mount Everts, YNP",Mount Everts,-,2009,N/A,unknown,Unknown,"Mount Everts, YNP",Pup??8193,,,Yes,No,
1841,P8194,?,?,2009,April,Mount Everts,?,685M,"Mount Everts, YNP",Mount Everts,-,2009,N/A,unknown,Unknown,"Mount Everts, YNP",Pup??8194,,,Yes,No,
1842,P8195,?,?,2009,April,Mount Everts,?,685M,"Mount Everts, YNP",Mount Everts,-,2009,N/A,unknown,Unknown,"Mount Everts, YNP",Pup??8195,,,Yes,No,
1843,P8196,?,?,2009,April,Mount Everts,?,685M,"Mount Everts, YNP",Mount Everts,-,2009,N/A,unknown,Unknown,"Mount Everts, YNP",Pup??8196,,,Yes,No,
1844,P8197,?,?,2009,April,Mount Everts,?,685M,"Mount Everts, YNP",Mount Everts,-,2009,N/A,unknown,Unknown,"Mount Everts, YNP",Pup??8197,,,Yes,No,
1845,P8001,?,g,2010,April,Agate Creek,472F,641M,"Antelope Creek Area, YNP",Agate Creek,-,N/A,2010,unknown,N/A,unknown,Gray Pup Agate Creek,,,Yes,No,
1846,P8002,?,b,2010,April,Agate Creek,472F,641M,"Antelope Creek Area, YNP",Agate Creek,-,N/A,2010,unknown,N/A,unknown,Black Pup Agate Creek,,,Yes,No,
1847,P8003,?,b,2010,April,Agate Creek,472F,641M,"Antelope Creek Area, YNP",Agate Creek,-,N/A,2010,unknown,N/A,unknown,Black Pup Agate Creek,,,Yes,No,
1848,P8004,?,?,2010,April,Blacktail,693F (642F? or 692?),778M,"Blacktail Deer Plateau, YNP",Blacktail,-,N/A,2010,unknown,N/A,unknown,Pup Blacktail Deer Plateau,,,Yes,No,
1849,P8005,?,?,2010,April,Blacktail,693F (642F? or 692?),778M,"Blacktail Deer Plateau, YNP",Blacktail,-,N/A,2010,unknown,N/A,unknown,Pup Blacktail Deer Plateau,,,Yes,No,
1850,P8006,?,?,2010,April,Blacktail,693F (642F? or 692?),778M,"Blacktail Deer Plateau, YNP",Blacktail,-,N/A,2010,unknown,N/A,unknown,Pup Blacktail Deer Plateau,,,Yes,No,
1851,P8007,?,?,2010,April,Blacktail,693F (642F? or 692?),778M,"Blacktail Deer Plateau, YNP",Blacktail,-,N/A,2010,unknown,N/A,unknown,Pup Blacktail Deer Plateau,,,Yes,No,
1852,P8008,?,?,2010,April,Blacktail,693F (642F? or 692?),778M,"Blacktail Deer Plateau, YNP",Blacktail,-,N/A,2010,unknown,N/A,unknown,Pup Blacktail Deer Plateau,,,Yes,No,
1853,P8012,?,?,2010,April,Canyon,Canyon Alpha Female,712M,"Hayden Valley Area, YNP",Canyon ,-,N/A,2010,unknown,N/A,unknown,Pup??8012,,,Yes,No,
1854,P8013,?,?,2010,April,Canyon,Canyon Alpha Female,712M,"Hayden Valley Area, YNP",Canyon ,-,N/A,2010,unknown,N/A,unknown,Pup??8013,,,Yes,No,
1855,P8009,?,g,2010,April,Lamar Canyon,832F,755M,"Slough Creek Area, YNP",Lamar Canyon,-,N/A,2010,unknown,N/A,unknown,Gray Pup Lamar Canyon,,,Yes,No,
1856,P8010,?,g,2010,April,Lamar Canyon,832F,755M,"Slough Creek Area, YNP",Lamar Canyon,-,N/A,2010,unknown,N/A,unknown,Gray Pup Lamar Canyon,,,Yes,No,
1857,P8015,?,?,2010,April,Madison,763F,762M,"Madison Valley Area, YNP",Madison,-,N/A,2010,unknown,N/A,unknown,Pup Madison,,,Yes,No,Two pups from this litter had the identifier 'Pup??8019' so this one was given an alternate number
1858,P8016,?,?,2010,April,Madison,763F,762M,"Madison Valley Area, YNP",Madison,-,N/A,2010,unknown,N/A,unknown,Pup Madison,,,Yes,No,
1859,P8017,?,?,2010,April,Madison,763F,762M,"Madison Valley Area, YNP",Madison,-,N/A,2010,unknown,N/A,unknown,Pup Madison,,,Yes,No,
1860,P8018,?,?,2010,April,Madison,763F,762M,"Madison Valley Area, YNP",Madison,-,N/A,2010,unknown,N/A,unknown,Pup Madison,,,Yes,No,
1861,P8019,?,?,2010,April,Madison,763F,762M,"Madison Valley Area, YNP",Madison,-,N/A,2010,unknown,N/A,unknown,Pup Madison,,,Yes,No,
1862,P8020,?,?,2010,April,Mary Mountain,794F,636M,"Gibbon Meadows, YNP",Mary Mountain,-,N/A,2010,unknown,N/A,unknown,Pup??8020,,,Yes,No,
1863,P8021,?,?,2010,April,Mollie's,486F,495M,"Pelican Valley, YNP",Mollie's,-,N/A,2010,unknown,N/A,unknown,Pup Mollie's,,,Yes,No,
1864,P8022,?,?,2010,April,Mollie's,486F,495M,"Pelican Valley, YNP",Mollie's,-,N/A,2010,unknown,N/A,unknown,Pup Mollie's,,,Yes,No,
1865,P8023,?,?,2010,April,Mollie's,486F,495M,"Pelican Valley, YNP",Mollie's,-,N/A,2010,unknown,N/A,unknown,Pup Mollie's,,,Yes,No,
1866,P8024,?,?,2010,April,Mollie's,486F,495M,"Pelican Valley, YNP",Mollie's,-,N/A,2010,unknown,N/A,unknown,Pup Mollie's,,,Yes,No,
1867,P8025,?,?,2010,April,Mollie's,486F,495M,"Pelican Valley, YNP",Mollie's,-,N/A,2010,unknown,N/A,unknown,Pup Mollie's,,,Yes,No,
1868,P8026,?,?,2010,April,Mollie's,486F,495M,"Pelican Valley, YNP",Mollie's,-,N/A,2010,unknown,N/A,unknown,Pup Mollie's,,,Yes,No,
1869,P8027,?,g,2010,April,Yellowstone Delta,575F,760F,"Thorofare, Southeastern YNP",Yellowstone Delta,-,N/A,2010,unknown,N/A,unknown,Pup?g8027,,,Yes,No,
1870,P8028,?,g,2010,April,Yellowstone Delta,575F,760F,"Thorofare, Southeastern YNP",Yellowstone Delta,-,N/A,2010,unknown,N/A,unknown,Pup?g8028,,,Yes,No,
1871,P8029,?,g,2010,April,Yellowstone Delta,575F,760F,"Thorofare, Southeastern YNP",Yellowstone Delta,-,N/A,2010,unknown,N/A,unknown,Pup?g8029,,,Yes,No,
1872,P7285,?,?,2011,April,8-Mile,909F,871M,"Quadrant Mountain Area, YNP",8-Mile,-,N/A,2011,unknown,N/A,unknown,Pup 8 Mile,,,Yes,No,
1873,P7286,?,?,2011,April,8-Mile,909F,871M,"Quadrant Mountain Area, YNP",8-Mile,-,N/A,2011,unknown,N/A,unknown,Pup 8 Mile,,,Yes,No,
1874,P7299,?,?,2011,April,8-Mile,909F,871M,"Quadrant Mountain Area, YNP",8-Mile,-,2011,N/A,unknown,Unknown,"Quadrant Mountain Area, YNP",Pup 8 Mile,,,Yes,No,
1875,P7300,?,?,2011,April,8-Mile,909F,871M,"Quadrant Mountain Area, YNP",8-Mile,-,2011,N/A,unknown,Unknown,"Quadrant Mountain Area, YNP",Pup 8 Mile,,,Yes,No,
1876,P7301,?,?,2011,April,8-Mile,909F,871M,"Quadrant Mountain Area, YNP",8-Mile,-,2011,N/A,unknown,Unknown,"Quadrant Mountain Area, YNP",Pup 8 Mile,,,Yes,No,
1877,P7302,?,?,2011,April,8-Mile,909F,871M,"Quadrant Mountain Area, YNP",8-Mile,-,2011,N/A,unknown,Unknown,"Quadrant Mountain Area, YNP",Pup 8 Mile,,,Yes,No,
1878,P7303,?,?,2011,April,8-Mile,909F,871M,"Quadrant Mountain Area, YNP",8-Mile,-,2011,N/A,unknown,Unknown,"Quadrant Mountain Area, YNP",Pup 8 Mile,,,Yes,No,
1879,P7304,?,?,2011,April,8-Mile,909F,871M,"Quadrant Mountain Area, YNP",8-Mile,-,2011,N/A,unknown,Unknown,"Quadrant Mountain Area, YNP",Pup 8 Mile,,,Yes,No,
1880,P7305,?,?,2011,April,8-Mile,909F,871M,"Quadrant Mountain Area, YNP",8-Mile,-,2011,N/A,unknown,Unknown,"Quadrant Mountain Area, YNP",Pup 8 Mile,,,Yes,No,
1881,P7306,?,?,2011,April,8-Mile,909F,871M,"Quadrant Mountain Area, YNP",8-Mile,-,2011,N/A,unknown,Unknown,"Quadrant Mountain Area, YNP",Pup 8 Mile,,,Yes,No,
1882,P8030,?,?,2011,April,Blacktail,693F,778M,"Blacktail Deer Plateau, YNP",Blacktail,-,N/A,2011,unknown,N/A,unknown,Pup Blacktail Deer Plateau,,,Yes,No,
1883,P8031,?,?,2011,April,Blacktail,693F,778M,"Blacktail Deer Plateau, YNP",Blacktail,-,N/A,2011,unknown,N/A,unknown,Pup Blacktail Deer Plateau,,,Yes,No,
1884,P8032,?,?,2011,April,Blacktail,693F,778M,"Blacktail Deer Plateau, YNP",Blacktail,-,N/A,2011,unknown,N/A,unknown,Pup Blacktail Deer Plateau,,,Yes,No,
1885,P8033,?,?,2011,April,Blacktail,693F,778M,"Blacktail Deer Plateau, YNP",Blacktail,-,N/A,2011,unknown,N/A,unknown,Pup Blacktail Deer Plateau,,,Yes,No,
1886,P8053,?,?,2011,April,Canyon,Canyon Alpha Female,712M,"Hayden Valley Area, YNP",Canyon ,-,2011,N/A,unknown,Unknown,"Hayden Valley Area, YNP",Pup??8053,,,Yes,No,
1887,P8061 CC,?,b,2011,April,Cougar Creek,478F,689M,"Madison Valley Area, YNP",Cougar Creek,-,N/A,2011,unknown,N/A,unknown,Black Pup Cougar Creek,,,Yes,No,
1888,P8044,?,b,2011,April,Lamar Canyon,832F,755M,"Slough Creek Area, YNP",Lamar Canyon,-,N/A,2011,unknown,N/A,unknown,Black Pup Lamar Canyon,,,Yes,No,
1889,P8045,?,b,2011,April,Lamar Canyon,832F,755M,"Slough Creek Area, YNP",Lamar Canyon,-,N/A,2011,unknown,N/A,unknown,Black Pup Lamar Canyon,,,Yes,No,
1890,P8046,?,?,2011,April,Lamar Canyon,832F,755M,"Slough Creek Area, YNP",Lamar Canyon,-,N/A,2011,unknown,N/A,unknown,Pup Lamar Canyon,,,Yes,No,
1891,P8054,?,?,2011,April,Mary Mountain,794F,636M,"Gibbon Meadows, YNP",Mary Mountain,-,N/A,2011,unknown,N/A,unknown,Pup??8054,,,Yes,No,
1892,P8055,?,?,2011,April,Mary Mountain,794F,636M,"Gibbon Meadows, YNP",Mary Mountain,-,N/A,2011,unknown,N/A,unknown,Pup??8055,,,Yes,No,
1893,P8056,?,?,2011,April,Mary Mountain,794F,636M,"Gibbon Meadows, YNP",Mary Mountain,-,N/A,2011,unknown,N/A,unknown,Pup??8056,,,Yes,No,
1894,P8050,?,?,2011,April,Mollie's,486F,495M,"Pelican Valley, YNP",Mollie's,-,N/A,2011,unknown,N/A,unknown,Pup Mollie's,,,Yes,No,
1895,P8051,?,?,2011,April,Mollie's,486F,495M,"Pelican Valley, YNP",Mollie's,-,N/A,2011,unknown,N/A,unknown,Pup Mollie's,,,Yes,No,
1896,P8052,?,?,2011,April,Mollie's,486F,495M,"Pelican Valley, YNP",Mollie's,-,N/A,2011,unknown,N/A,unknown,Pup Mollie's,,,Yes,No,
1897,P8200,?,?,2011,April,None,642F,?,"Blacktail Plateau Area, YNP",None,-,N/A,2011,unknown,N/A,"Blacktail Plateau Area, YNP",Pup??8200,,,Yes,No,
1898,P8201,?,?,2011,April,None,642F,?,"Blacktail Plateau Area, YNP",None,-,N/A,2011,unknown,N/A,"Blacktail Plateau Area, YNP",Pup??8201,,,Yes,No,
1899,P8202,?,?,2011,April,None,642F,?,"Blacktail Plateau Area, YNP",None,-,N/A,2011,unknown,N/A,"Blacktail Plateau Area, YNP",Pup??8202,,,Yes,No,
1900,P8203,?,?,2011,April,None,642F,?,"Blacktail Plateau Area, YNP",None,-,N/A,2011,unknown,N/A,"Blacktail Plateau Area, YNP",Pup??8203,,,Yes,No,
1901,P8204,?,?,2011,April,None,642F,?,"Blacktail Plateau Area, YNP",None,-,N/A,2011,unknown,N/A,"Blacktail Plateau Area, YNP",Pup??8204,,,Yes,No,
1902,P8057,?,g,2011,April,Yellowstone Delta,575F,760F,"Thorofare, Southeastern YNP",Yellowstone Delta,-,N/A,2011,unknown,N/A,unknown,Pup?g8057,,,Yes,No,
1903,P8058,?,g,2011,April,Yellowstone Delta,575F,760F,"Thorofare, Southeastern YNP",Yellowstone Delta,-,N/A,2011,unknown,N/A,unknown,Pup?g8058,,,Yes,No,
1904,P8059,?,g,2011,April,Yellowstone Delta,575F,760F,"Thorofare, Southeastern YNP",Yellowstone Delta,-,N/A,2011,unknown,N/A,unknown,Pup?g8059,,,Yes,No,
1905,P8061 8M,?,?,2012,April,8-Mile,909F,871M,"Quadrant Mountain Area, YNP",8-Mile,-,2012,N/A,unknown,Unknown,"Quadrant Mountain Area, YNP",Pup 8 Mile,,,Yes,No,
1906,P8062,?,?,2012,April,8-Mile,909F,871M,"Quadrant Mountain Area, YNP",8-Mile,-,2012,N/A,unknown,Unknown,"Quadrant Mountain Area, YNP",Pup 8 Mile,,,Yes,No,
1907,P8063,?,?,2012,April,8-Mile,909F,871M,"Quadrant Mountain Area, YNP",8-Mile,-,2012,N/A,unknown,Unknown,"Quadrant Mountain Area, YNP",Pup 8 Mile,,,Yes,No,
1908,P8065,?,b,2012,April,8-Mile,909F,871M,"Quadrant Mountain Area, YNP",8-Mile,-,N/A,2012,December,N/A,unknown,Pup??8205,,,Yes,No,
1909,P8066,?,g,2012,April,8-Mile,909F,871M,"Quadrant Mountain Area, YNP",8-Mile,-,N/A,2012,December,N/A,unknown,Gray Pup 8 Mile,,,Yes,No,
1910,P8075,?,g,2012,April,Canyon,Canyon Alpha Female,712M,"Hayden Valley Area, YNP",Canyon ,-,N/A,2012,unknown,N/A,unknown,Pup?g8075,,,Yes,No,
1911,P8076,?,g,2012,April,Canyon,Canyon Alpha Female,712M,"Hayden Valley Area, YNP",Canyon ,-,N/A,2012,unknown,N/A,unknown,Pup?g8076,,,Yes,No,
1912,P8077,?,g,2012,April,Cougar Creek,478F,689M,"Madison Valley Area, YNP",Cougar Creek,-,N/A,2012,unknown,N/A,unknown,Gray Pup Cougar Creek,,,Yes,No,
1913,P8078,?,?,2012,April,Cougar Creek,478F,689M,"Madison Valley Area, YNP",Cougar Creek,-,N/A,2012,unknown,N/A,unknown,Pup Cougar Creek,,,Yes,No,
1914,P8079,?,?,2012,April,Cougar Creek,478F,689M,"Madison Valley Area, YNP",Cougar Creek,-,N/A,2012,unknown,N/A,unknown,Pup Cougar Creek,,,Yes,No,
1915,P8080,?,?,2012,April,Cougar Creek,478F,689M,"Madison Valley Area, YNP",Cougar Creek,-,N/A,2012,unknown,N/A,unknown,Pup Cougar Creek,,,Yes,No,
1916,P8081,?,?,2012,April,Cougar Creek,478F,689M,"Madison Valley Area, YNP",Cougar Creek,-,N/A,2012,unknown,N/A,unknown,Pup Cougar Creek,,,Yes,No,
1917,P8072,?,b,2012,April,Junction Butte,Ragged Tail,?,"Antelope Basin, YNP",Junction Butte,-,2012,N/A,unknown,Unknown,unknown,Pup?b Junction Butte,,,Yes,No,
1918,P8068,?,b,2012,April,Lamar Canyon,832F,755M,"Lamar Valley, YNP",Lamar Canyon,-,N/A,2012,unknown,N/A,unknown,Black Pup Lamar Canyon,,,Yes,No,
1919,P8069,?,b,2012,April,Lamar Canyon,832F,755M,"Lamar Valley, YNP",Lamar Canyon,-,N/A,2012,unknown,N/A,unknown,Black Pup Lamar Canyon,,,Yes,No,
1920,P8070,?,g,2012,April,Lamar Canyon,832F,755M,"Lamar Valley, YNP",Lamar Canyon,-,N/A,2012,unknown,N/A,unknown,Gray Pup Lamar Canyon,,,Yes,No,
1921,P8082,?,b,2013,April,8-Mile,909F,871M,"Quadrant Mountain Area, YNP",8-Mile,-,N/A,2013,unknown,N/A,unknown,Black Pup 8 Mile,,,Yes,No,
1922,P8083,?,b,2013,April,8-Mile,909F,871M,"Quadrant Mountain Area, YNP",8-Mile,-,N/A,2013,unknown,N/A,unknown,Black Pup 8 Mile,,,Yes,No,
1923,P8084,?,b,2013,April,8-Mile,909F,871M,"Quadrant Mountain Area, YNP",8-Mile,-,N/A,2013,unknown,N/A,unknown,Black Pup 8 Mile,,,Yes,No,
1924,P8085,?,b,2013,April,8-Mile,909F,871M,"Quadrant Mountain Area, YNP",8-Mile,-,N/A,2013,unknown,N/A,unknown,Black Pup 8 Mile,,,Yes,No,
1925,P8086,?,b,2013,April,8-Mile,909F,871M,"Quadrant Mountain Area, YNP",8-Mile,-,N/A,2013,unknown,N/A,unknown,Black Pup 8 Mile,,,Yes,No,
1926,P8087,?,b,2013,April,8-Mile,909F,871M,"Quadrant Mountain Area, YNP",8-Mile,-,N/A,2013,unknown,N/A,unknown,Black Pup 8 Mile,,,Yes,No,
1927,P8088,?,g,2013,April,8-Mile,909F,871M,"Quadrant Mountain Area, YNP",8-Mile,-,N/A,2013,unknown,N/A,unknown,Gray Pup 8 Mile,,,Yes,No,
1928,P8089,?,g,2013,April,8-Mile,909F,871M,"Quadrant Mountain Area, YNP",8-Mile,-,N/A,2013,unknown,N/A,unknown,Gray Pup 8 Mile,,,Yes,No,
1929,P8107,?,?,2013,April,Bechler,WhAF,?," Bechler Area, Southwestern YNP",Bechler,-,N/A,2013,unknown,N/A,unknown,Pup??8107,,,Yes,No,
1930,P8108,?,?,2013,April,Bechler,WhAF,?," Bechler Area, Southwestern YNP",Bechler,-,N/A,2013,unknown,N/A,unknown,Pup??8108,,,Yes,No,
1931,P8109,?,?,2013,April,Bechler,WhAF,?," Bechler Area, Southwestern YNP",Bechler,-,N/A,2013,unknown,N/A,unknown,Pup??8109,,,Yes,No,
1932,P8110,?,?,2013,April,Bechler,WhAF,?," Bechler Area, Southwestern YNP",Bechler,-,N/A,2013,unknown,N/A,unknown,Pup??8110,,,Yes,No,
1933,P8098,?,?,2013,April,Canyon,Canyon Alpha Female,712M,"Hayden Valley Area, YNP",Canyon ,-,N/A,2013,unknown,N/A,unknown,Pup??8098,,,Yes,No,
1934,P8099,?,?,2013,April,Canyon,Canyon Alpha Female,712M,"Hayden Valley Area, YNP",Canyon ,-,N/A,2013,unknown,N/A,unknown,Pup??8099,,,Yes,No,
1935,P8100,?,?,2013,April,Canyon,Canyon Alpha Female,712M,"Hayden Valley Area, YNP",Canyon ,-,N/A,2013,unknown,N/A,unknown,Pup??8100,,,Yes,No,
1936,P8111,?,?,2013,April,Cougar Creek,478F,689M,"Madison Valley Area, YNP",Cougar Creek,-,N/A,2013,unknown,N/A,unknown,Pup Cougar Creek,,,Yes,No,
1937,P8112,?,?,2013,April,Cougar Creek,478F,689M,"Madison Valley Area, YNP",Cougar Creek,-,N/A,2013,unknown,N/A,unknown,Pup Cougar Creek,,,Yes,No,
1938,P8113,?,?,2013,April,Cougar Creek,478F,689M,"Madison Valley Area, YNP",Cougar Creek,-,N/A,2013,unknown,N/A,unknown,Pup Cougar Creek,,,Yes,No,
1939,P8090,?,?,2013,April,Junction Butte,Ragged Tail,911M,"Antelope Basin, YNP",Junction Butte,-,N/A,2013,unknown,N/A,unknown,Pup Junction Butte,,,Yes,No,
1940,P8094,?,?,2013,April,Mollie's,779F,980M,"Pelican Valley, YNP",Mollie's,-,N/A,2013,unknown,N/A,unknown,Pup Mollie's,,,Yes,No,
1941,P8095,?,?,2013,April,Mollie's,779F,980M,"Pelican Valley, YNP",Mollie's,-,N/A,2013,unknown,N/A,unknown,Pup Mollie's,,,Yes,No,
1942,P8096,?,?,2013,April,Mollie's,779F,980M,"Pelican Valley, YNP",Mollie's,-,N/A,2013,unknown,N/A,unknown,Pup Mollie's,,,Yes,No,
1943,P8101,?,?,2013,April,Yellowstone Delta,633F,?,"Thorofare, Southeastern YNP",Yellowstone Delta,-,N/A,2013,unknown,N/A,unknown,Pup??8101,,,Yes,No,
1944,P8102,?,?,2013,April,Yellowstone Delta,633F,?,"Thorofare, Southeastern YNP",Yellowstone Delta,-,N/A,2013,unknown,N/A,unknown,Pup??8102,,,Yes,No,
1945,P8103,?,?,2013,April,Yellowstone Delta,633F,?,"Thorofare, Southeastern YNP",Yellowstone Delta,-,N/A,2013,unknown,N/A,unknown,Pup??8103,,,Yes,No,
1946,P8104,?,?,2013,April,Yellowstone Delta,633F,?,"Thorofare, Southeastern YNP",Yellowstone Delta,-,N/A,2013,unknown,N/A,unknown,Pup??8104,,,Yes,No,
1947,P8105,?,?,2013,April,Yellowstone Delta,633F,?,"Thorofare, Southeastern YNP",Yellowstone Delta,-,N/A,2013,unknown,N/A,unknown,Pup??8105,,,Yes,No,
1948,P8106,?,?,2013,April,Yellowstone Delta,633F,?,"Thorofare, Southeastern YNP",Yellowstone Delta,-,N/A,2013,unknown,N/A,unknown,Pup??8106,,,Yes,No,
1949,P8116,?,?,2014,April,8-Mile,909F,871M,"Quadrant Mountain Area, YNP",8-Mile,-,2014,N/A,unknown,Unknown,"Quadrant Mountain Area, YNP",Pup 8 Mile,,,Yes,No,
1950,P8117,?,?,2014,April,8-Mile,909F,871M,"Quadrant Mountain Area, YNP",8-Mile,-,2014,N/A,unknown,Unknown,"Quadrant Mountain Area, YNP",Pup 8 Mile,,,Yes,No,
1951,P8118,?,?,2014,April,8-Mile,909F,871M,"Quadrant Mountain Area, YNP",8-Mile,-,2014,N/A,unknown,Unknown,"Quadrant Mountain Area, YNP",Pup 8 Mile,,,Yes,No,
1952,P8119,?,?,2014,April,8-Mile,909F,871M,"Quadrant Mountain Area, YNP",8-Mile,-,2014,N/A,unknown,Unknown,"Quadrant Mountain Area, YNP",Pup 8 Mile,,,Yes,No,
1953,P8120,?,?,2014,April,8-Mile,909F,871M,"Quadrant Mountain Area, YNP",8-Mile,-,2014,N/A,unknown,Unknown,"Quadrant Mountain Area, YNP",Pup 8 Mile,,,Yes,No,
1954,P8121,?,?,2014,April,8-Mile,909F,871M,"Quadrant Mountain Area, YNP",8-Mile,-,2014,N/A,unknown,Unknown,"Quadrant Mountain Area, YNP",Pup 8 Mile,,,Yes,No,
1955,P8122,?,?,2014,April,8-Mile,909F,871M,"Quadrant Mountain Area, YNP",8-Mile,-,2014,N/A,unknown,Unknown,"Quadrant Mountain Area, YNP",Pup 8 Mile,,,Yes,No,
1956,P8123,?,?,2014,April,8-Mile,909F,871M,"Quadrant Mountain Area, YNP",8-Mile,-,2014,N/A,unknown,Unknown,"Quadrant Mountain Area, YNP",Pup 8 Mile,,,Yes,No,
1957,P8124,?,?,2014,April,8-Mile,909F,871M,"Quadrant Mountain Area, YNP",8-Mile,-,N/A,2014,unknown,N/A,unknown,Pup 8 Mile,,,Yes,No,
1958,P8125,?,?,2014,April,8-Mile,909F,871M,"Quadrant Mountain Area, YNP",8-Mile,-,N/A,2014,unknown,N/A,unknown,Pup 8 Mile,,,Yes,No,
1959,P8126,?,?,2014,April,8-Mile,909F,871M,"Quadrant Mountain Area, YNP",8-Mile,-,N/A,2014,unknown,N/A,unknown,Pup 8 Mile,,,Yes,No,
1960,P8127,?,?,2014,April,8-Mile,909F,871M,"Quadrant Mountain Area, YNP",8-Mile,-,N/A,2014,unknown,N/A,unknown,Pup 8 Mile,,,Yes,No,
1961,P8145,?,?,2014,April,Bechler,WhAF,?," Bechler Area, Southwestern YNP",Bechler,-,N/A,2014,unknown,N/A,unknown,Pup??8145,,,Yes,No,
1962,P8146,?,?,2014,April,Bechler,WhAF,?," Bechler Area, Southwestern YNP",Bechler,-,N/A,2014,unknown,N/A,unknown,Pup??8146,,,Yes,No,
1963,P8147,?,?,2014,April,Bechler,WhAF,?," Bechler Area, Southwestern YNP",Bechler,-,N/A,2014,unknown,N/A,unknown,Pup??8147,,,Yes,No,
1964,P8148,?,?,2014,April,Bechler,WhAF,?," Bechler Area, Southwestern YNP",Bechler,-,N/A,2014,unknown,N/A,unknown,Pup??8148,,,Yes,No,
1965,P8149,?,?,2014,April,Cougar Creek,478F,689M,"Madison Valley Area, YNP",Cougar Creek,-,N/A,2014,unknown,N/A,unknown,Pup Cougar Creek,,,Yes,No,
1966,P8150,?,?,2014,April,Cougar Creek,478F,689M,"Madison Valley Area, YNP",Cougar Creek,-,N/A,2014,unknown,N/A,unknown,Pup Cougar Creek,,,Yes,No,
1967,P8151,?,?,2014,April,Cougar Creek,478F,689M,"Madison Valley Area, YNP",Cougar Creek,-,N/A,2014,unknown,N/A,unknown,Pup Cougar Creek,,,Yes,No,
1968,P7288,?,?,2014,April,Junction Butte,870F,890M,"Specimen Ridge, YNP",Junction Butte,-,2014,N/A,unknown,Unknown,unknown,Pup Junction Butte,,,Yes,No,
1969,P7289,?,?,2014,April,Junction Butte,870F,890M,"Specimen Ridge, YNP",Junction Butte,-,2014,N/A,November,Wolf (Mollie's),unknown,Pup Junction Butte,,,Yes,No,
1970,P7290,?,?,2014,April,Junction Butte,870F,890M,"Specimen Ridge, YNP",Junction Butte,-,N/A,2015,unknown,N/A,unknown,Pup Junction Butte,,,Yes,No,
1971,P7291,?,?,2014,April,Lamar Canyon,926F,925M,"Lamar Valley, YNP",Lamar Canyon,-,N/A,2015,unknown,N/A,"Lamar Valley, YNP",Pup Lamar Canyon,,,Yes,No,
